Rpsi(lP),Evac
1.977681156284999326e+40,1.721504044979053072e-01
1.979503871750387661e+40,1.717681380843585348e-01
1.981328267108206152e+40,1.713860743282818733e-01
1.983154343906748100e+40,1.710042142194145021e-01
1.984982103695733094e+40,1.706225587469205884e-01
1.986811548026212236e+40,1.702411088995018640e-01
1.988642678450796141e+40,1.698598656652665351e-01
1.990475496523395986e+40,1.694788300318484653e-01
1.992310003799485609e+40,1.690980029862693412e-01
1.994146201835841581e+40,1.687173855150848056e-01
1.995984092190806521e+40,1.683369786042469562e-01
1.997823676424027716e+40,1.679567832392229454e-01
1.999664956096689001e+40,1.675768004048647508e-01
2.001507932771412106e+40,1.671970310855207809e-01
2.003352608012161394e+40,1.668174762649796972e-01
2.005198983384473316e+40,1.664381369264542609e-01
2.007047060455196248e+40,1.660590140526193026e-01
2.008896840792753797e+40,1.656801086255820787e-01
2.010748325966883915e+40,1.653014216268932357e-01
2.012601517548902201e+40,1.649229540375175829e-01
2.014456417111441741e+40,1.645447068378716737e-01
2.016313026228715930e+40,1.641666810077944405e-01
2.018171346476257343e+40,1.637888775265578245e-01
2.020031379431150331e+40,1.634112973728447105e-01
2.021893126671931892e+40,1.630339415247526735e-01
2.023756589778494952e+40,1.626568109598382217e-01
2.025621770332320969e+40,1.622799066550276448e-01
2.027488669916216623e+40,1.619032295866944804e-01
2.029357290114579543e+40,1.615267807305902081e-01
2.031227632513135481e+40,1.611505610619217710e-01
2.033099698699204039e+40,1.607745715552558463e-01
2.034973490261434878e+40,1.603988131845961174e-01
2.036849008790041767e+40,1.600232869233209343e-01
2.038726255876703937e+40,1.596479937442273622e-01
2.040605233114467911e+40,1.592729346195086160e-01
2.042485942097981315e+40,1.588981105207315780e-01
2.044368384423228123e+40,1.585235224188744629e-01
2.046252561687797518e+40,1.581491712842973130e-01
2.048138475490616481e+40,1.577750580867529895e-01
2.050026127432219866e+40,1.574011837953581128e-01
2.051915519114483708e+40,1.570275493786302545e-01
2.053806652140894331e+40,1.566541558044591276e-01
2.055699528116281901e+40,1.562810040401169387e-01
2.057594148647055925e+40,1.559080950522364062e-01
2.059490515341107329e+40,1.555354298068148122e-01
2.061388629807707146e+40,1.551630092692574125e-01
2.063288493657744679e+40,1.547908344042895901e-01
2.065190108503459117e+40,1.544189061760331272e-01
2.067093475958710335e+40,1.540472255479381769e-01
2.068998597638710754e+40,1.536757934828592298e-01
2.070905475160296141e+40,1.533046109429611892e-01
2.072814110141657711e+40,1.529336788897951993e-01
2.074724504202579317e+40,1.525629982842438837e-01
2.076636658964337835e+40,1.521925700865385811e-01
2.078550576049602342e+40,1.518223952562697820e-01
2.080466257082673721e+40,1.514524747523651460e-01
2.082383703689213381e+40,1.510828095331000764e-01
2.084302917496517440e+40,1.507134005560689105e-01
2.086223900133245443e+40,1.503442487782219172e-01
2.088146653229694547e+40,1.499753551558366260e-01
2.090071178417527508e+40,1.496067206445281794e-01
2.091997477330048083e+40,1.492383461992210225e-01
2.093925551601928287e+40,1.488702327741855402e-01
2.095855402869449459e+40,1.485023813230092471e-01
2.097787032770400710e+40,1.481347927986077784e-01
2.099720442943978341e+40,1.477674681531959133e-01
2.101655635031025934e+40,1.474004083383244346e-01
2.103592610673762829e+40,1.470336143048582289e-01
2.105531371516058794e+40,1.466670870029540275e-01
2.107471919203161286e+40,1.463008273820971261e-01
2.109414255381971331e+40,1.459348363910729085e-01
2.111358381700770790e+40,1.455691149779774485e-01
2.113304299809463422e+40,1.452036640901953335e-01
2.115252011359474052e+40,1.448384846744041887e-01
2.117201518003645578e+40,1.444735776766168378e-01
2.119152821396482686e+40,1.441089440420955381e-01
2.121105923193876700e+40,1.437445847154264211e-01
2.123060825053383152e+40,1.433805006404593463e-01
2.125017528633946871e+40,1.430166927603504778e-01
2.126976035596180763e+40,1.426531620175340576e-01
2.128936347602088480e+40,1.422899093537328130e-01
2.130898466315345137e+40,1.419269357099297857e-01
2.132862393401019740e+40,1.415642420264046908e-01
2.134828130525820596e+40,1.412018292427118238e-01
2.136795679357991836e+40,1.408396982976585499e-01
2.138765041567210647e+40,1.404778501293415804e-01
2.140736218824832691e+40,1.401162856751185237e-01
2.142709212803614292e+40,1.397550058716184318e-01
2.144684025177993147e+40,1.393940116547139063e-01
2.146660657623810273e+40,1.390333039595567921e-01
2.148639111818591449e+40,1.386728837205504494e-01
2.150619389441268190e+40,1.383127518713597737e-01
2.152601492172424614e+40,1.379529093448900456e-01
2.154585421694194198e+40,1.375933570732907063e-01
2.156571179690154361e+40,1.372340959879972122e-01
2.158558767845575742e+40,1.368751270196464920e-01
2.160548187847141005e+40,1.365164510981504153e-01
2.162539441383228456e+40,1.361580691526363129e-01
2.164532530143631084e+40,1.357999821114952987e-01
2.166527455819840901e+40,1.354421909023230397e-01
2.168524220104767026e+40,1.350846964519929749e-01
2.170522824693020983e+40,1.347274996865656105e-01
2.172523271280633578e+40,1.343706015313619329e-01
2.174525561565306108e+40,1.340140029109041231e-01
2.176529697246303740e+40,1.336577047489572456e-01
2.178535680024351778e+40,1.333017079685018813e-01
2.180543511601884465e+40,1.329460134917441194e-01
2.182553193682764027e+40,1.325906222400880241e-01
2.184564727972563806e+40,1.322355351341711061e-01
2.186578116178288024e+40,1.318807530938366501e-01
2.188593360008655646e+40,1.315262770381439850e-01
2.190610461173818941e+40,1.311721078853409772e-01
2.192629421385612033e+40,1.308182465529054428e-01
2.194650242357447903e+40,1.304646939574867770e-01
2.196672925804210555e+40,1.301114510149841974e-01
2.198697473442508404e+40,1.297585186404264512e-01
2.200723886990388486e+40,1.294058977481062633e-01
2.202752168167624666e+40,1.290535892514532434e-01
2.204782318695431368e+40,1.287015940631440480e-01
2.206814340296754678e+40,1.283499130949750655e-01
2.208848234695983659e+40,1.279985472579971417e-01
2.210884003619240969e+40,1.276474974623951764e-01
2.212921648794095631e+40,1.272967646175663103e-01
2.214961171949817379e+40,1.269463496320618334e-01
2.217002574817270283e+40,1.265962534136283457e-01
2.219045859128804421e+40,1.262464768691864692e-01
2.221091026618511694e+40,1.258970209048103639e-01
2.223138079021936164e+40,1.255478864257621729e-01
2.225187018076368547e+40,1.251990743364650438e-01
2.227237845520554141e+40,1.248505855405132592e-01
2.229290563094985867e+40,1.245024209406450644e-01
2.231345172541616059e+40,1.241545814387773061e-01
2.233401675604110828e+40,1.238070679359847548e-01
2.235460074027745120e+40,1.234598813324792321e-01
2.237520369559291016e+40,1.231130225276502732e-01
2.239582563947277408e+40,1.227664924200076169e-01
2.241646658941698407e+40,1.224202919072523849e-01
2.243712656294307351e+40,1.220744218861890690e-01
2.245780557758325699e+40,1.217288832527965714e-01
2.247850365088736557e+40,1.213836769021648804e-01
2.249922080041995500e+40,1.210388037285719115e-01
2.251995704376321688e+40,1.206942646253655743e-01
2.254071239851409650e+40,1.203500604850952366e-01
2.256148688228684616e+40,1.200061921993939851e-01
2.258228051271196128e+40,1.196626606590552311e-01
2.260309330743507303e+40,1.193194667539757559e-01
2.262392528411955962e+40,1.189766113731959007e-01
2.264477646044360131e+40,1.186340954048730745e-01
2.266564685410313512e+40,1.182919197362914260e-01
2.268653648280894847e+40,1.179500852538354488e-01
2.270744536428961452e+40,1.176085928430239680e-01
2.272837351628858105e+40,1.172674433884835637e-01
2.274932095656674304e+40,1.169266377739645174e-01
2.277028770290137885e+40,1.165861768822842315e-01
2.279127377308503316e+40,1.162460615954272608e-01
2.281227918492813306e+40,1.159062927944288224e-01
2.283330395625603348e+40,1.155668713594805719e-01
2.285434810491200561e+40,1.152277981698083681e-01
2.287541164875428715e+40,1.148890741038018637e-01
2.289649460565904659e+40,1.145507000388923946e-01
2.291759699351744311e+40,1.142126768516585206e-01
2.293871883023863434e+40,1.138750054177040949e-01
2.295986013374676380e+40,1.135376866117874806e-01
2.298102092198363498e+40,1.132007213077116797e-01
2.300220121290757495e+40,1.128641103783701027e-01
2.302340102449234638e+40,1.125278546957499543e-01
2.304462037472978293e+40,1.121919551309122631e-01
2.306585928162677666e+40,1.118564125540014720e-01
2.308711776320834384e+40,1.115212278342194996e-01
2.310839583751458814e+40,1.111864018398589504e-01
2.312969352260376646e+40,1.108519354382773020e-01
2.315101083654925208e+40,1.105178294959064389e-01
2.317234779744221372e+40,1.101840848782325577e-01
2.319370442339050322e+40,1.098507024498001500e-01
2.321508073251751442e+40,1.095176830742506380e-01
2.323647674296486206e+40,1.091850276142438819e-01
2.325789247288937401e+40,1.088527369315263893e-01
2.327932794046611358e+40,1.085208118868703081e-01
2.330078316388538621e+40,1.081892533401417750e-01
2.332225816135578598e+40,1.078580621502164133e-01
2.334375295110115877e+40,1.075272391750475148e-01
2.336526755136329091e+40,1.071967852716111669e-01
2.338680198040078251e+40,1.068667012959506890e-01
2.340835625648792064e+40,1.065369881031278249e-01
2.342993039791735843e+40,1.062076465472613085e-01
2.345152442299707331e+40,1.058786774815013015e-01
2.347313835005345710e+40,1.055500817580388578e-01
2.349477219742825979e+40,1.052218602280804854e-01
2.351642598348165542e+40,1.048940137418807456e-01
2.353809972658921972e+40,1.045665431487168839e-01
2.355979344514499599e+40,1.042394492968982123e-01
2.358150715755843891e+40,1.039127330337406840e-01
2.360324088225713223e+40,1.035863952056053083e-01
2.362499463768563297e+40,1.032604366578438460e-01
2.364676844230434965e+40,1.029348582348716956e-01
2.366856231459224049e+40,1.026096607800562471e-01
2.369037627304375733e+40,1.022848451358411848e-01
2.371221033617194530e+40,1.019604121436295113e-01
2.373406452250534794e+40,1.016363626438845230e-01
2.375593885059115526e+40,1.013126974760131804e-01
2.377783333899208957e+40,1.009894174784896348e-01
2.379974800628953414e+40,1.006665234887390153e-01
2.382168287108044320e+40,1.003440163432376686e-01
2.384363795198007898e+40,1.000218968774029965e-01
2.386561326762086559e+40,9.970016592568792246e-02
2.388760883665122367e+40,9.937882432153323509e-02
2.390962467773831703e+40,9.905787289735411283e-02
2.393166080956496750e+40,9.873731248457197351e-02
2.395371725083275942e+40,9.841714391358968861e-02
2.397579402025896900e+40,9.809736801380074256e-02
2.399789113657967368e+40,9.777798561356441931e-02
2.402000861854665240e+40,9.745899754023763795e-02
2.404214648493015650e+40,9.714040462015575972e-02
2.406430475451772496e+40,9.682220767861371424e-02
2.408648344611303833e+40,9.650440753990305320e-02
2.410868257853867026e+40,9.618700502725940904e-02
2.413090217063298297e+40,9.587000096292763729e-02
2.415314224125327046e+40,9.555339616808115888e-02
2.417540280927262497e+40,9.523719146288710247e-02
2.419768389358311887e+40,9.492138766644823977e-02
2.421998551309264696e+40,9.460598559686790587e-02
2.424230768672772150e+40,9.429098607117518405e-02
2.426465043343230679e+40,9.397638990536212600e-02
2.428701377216662477e+40,9.366219791438695763e-02
2.430939772190995973e+40,9.334841091216081188e-02
2.433180230165751026e+40,9.303502971152914636e-02
2.435422753042356628e+40,9.272205512430287122e-02
2.437667342723834656e+40,9.240948796123392428e-02
2.439914001115119987e+40,9.209732903202440257e-02
2.442162730122744733e+40,9.178557914530235951e-02
2.444413531655157880e+40,9.147423910865269681e-02
2.446666407622405644e+40,9.116330972859322535e-02
2.448921359936416298e+40,9.085279181058879272e-02
2.451178390510880245e+40,9.054268615900010198e-02
2.453437501261130578e+40,9.023299357717456948e-02
2.455698694104426448e+40,8.992371486734043740e-02
2.457961970959633428e+40,8.961485083070287738e-02
2.460227333747546537e+40,8.930640226733294051e-02
2.462494784390569632e+40,8.899836997628528257e-02
2.464764324813040367e+40,8.869075475548729437e-02
2.467035956940907170e+40,8.838355740183480302e-02
2.469309682702057102e+40,8.807677871108149370e-02
2.471585504025990415e+40,8.777041947795617693e-02
2.473863422844107791e+40,8.746448049606311836e-02
2.476143441089590420e+40,8.715896255792333902e-02
2.478425560697279103e+40,8.685386645497805702e-02
2.480709783603959562e+40,8.654919297757023011e-02
2.482996111748041833e+40,8.624494291495342357e-02
2.485284547069882805e+40,8.594111705526825962e-02
2.487575091511467548e+40,8.563771618557257381e-02
2.489867747016730887e+40,8.533474109181794776e-02
2.492162515531239215e+40,8.503219255885824390e-02
2.494459399002471928e+40,8.473007137043175874e-02
2.496758399379704402e+40,8.442837830916437303e-02
2.499059518613886619e+40,8.412711415660489855e-02
2.501362758657929436e+40,8.382627969315385730e-02
2.503668121466379147e+40,8.352587569812515433e-02
2.505975608995748725e+40,8.322590294969113567e-02
2.508285223204189480e+40,8.292636222494410847e-02
2.510596966051822304e+40,8.262725429982008263e-02
2.512910839500409327e+40,8.232857994916045752e-02
2.515226845513644541e+40,8.203033994666228401e-02
2.517544986057031944e+40,8.173253506491333364e-02
2.519865263097763675e+40,8.143516607537411300e-02
2.522187678605009195e+40,8.113823374836023894e-02
2.524512234549587906e+40,8.084173885307195662e-02
2.526838932904301365e+40,8.054568215757632044e-02
2.529167775643603486e+40,8.025006442878949986e-02
2.531498764743932761e+40,7.995488643250625582e-02
2.533831902183385839e+40,7.966014893337704239e-02
2.536167189942045397e+40,7.936585269491634731e-02
2.538504630001655173e+40,7.907199847948004345e-02
2.540844224345909145e+40,7.877858704829969472e-02
2.543185974960329672e+40,7.848561916143395600e-02
2.545529883832144179e+40,7.819309557782871956e-02
2.547875952950578206e+40,7.790101705524268838e-02
2.550224184306524158e+40,7.760938435030755034e-02
2.552574579892875941e+40,7.731819821847422947e-02
2.554927141704196741e+40,7.702745941407297681e-02
2.557281871737056565e+40,7.673716869023913811e-02
2.559638771989696636e+40,7.644732679897305039e-02
2.561997844462368382e+40,7.615793449108679281e-02
2.564359091156998799e+40,7.586899251626862128e-02
2.566722514077485433e+40,7.558050162298921015e-02
2.569088115229573071e+40,7.529246255858640380e-02
2.571455896620728974e+40,7.500487606922252859e-02
2.573825860260438828e+40,7.471774289987222206e-02
2.576198008159872110e+40,7.443106379435111830e-02
2.578572342332220104e+40,7.414483949529350471e-02
2.580948864792360789e+40,7.385907074416049600e-02
2.583327577557198302e+40,7.357375828121802408e-02
2.585708482645326375e+40,7.328890284556521806e-02
2.588091582077326699e+40,7.300450517511716808e-02
2.590476877875641741e+40,7.272056600658811931e-02
2.592864372064452890e+40,7.243708607551967160e-02
2.595254066669974462e+40,7.215406611625868605e-02
2.597645963720120525e+40,7.187150686196555616e-02
2.600040065244842910e+40,7.158940904459218380e-02
2.602436373275794650e+40,7.130777339491016498e-02
2.604834889846670895e+40,7.102660064248880745e-02
2.607235616992871381e+40,7.074589151570333245e-02
2.609638556751799275e+40,7.046564674171797160e-02
2.612043711162736415e+40,7.018586704649407149e-02
2.614451082266714197e+40,6.990655315479818444e-02
2.616860672106818223e+40,6.962770579018516537e-02
2.619272482727844000e+40,6.934932567500631806e-02
2.621686516176644626e+40,6.907141353038778742e-02
2.624102774501786974e+40,6.879397007625817628e-02
2.626521259753897925e+40,6.851699603132707650e-02
2.628941973985322969e+40,6.824049211309297924e-02
2.631364919250470025e+40,6.796445903782181996e-02
2.633790097605469972e+40,6.768889752057453968e-02
2.636217511108475980e+40,6.741380827519045937e-02
2.638647161819539715e+40,6.713919201427091810e-02
2.641079051800481263e+40,6.686504944920661220e-02
2.643513183115193772e+40,6.659138129015622354e-02
2.645949557829300124e+40,6.631818824605439922e-02
2.648388178010498684e+40,6.604547102459047692e-02
2.650829045728222383e+40,6.577323033223568538e-02
2.653272163053982538e+40,6.550146687422200853e-02
2.655717532061027934e+40,6.523018135454991540e-02
2.658165154824691062e+40,6.495937447596746017e-02
2.660615033422043328e+40,6.468904693999713573e-02
2.663067169932201161e+40,6.441919944692449385e-02
2.665521566436196894e+40,6.414983269575812164e-02
2.667978225016849652e+40,6.388094738430895314e-02
2.670437147759074355e+40,6.361254420910268659e-02
2.672898336749530643e+40,6.334462386543976420e-02
2.675361794076977819e+40,6.307718704734623094e-02
2.677827521831924262e+40,6.281023444762864893e-02
2.680295522106980911e+40,6.254376675780615180e-02
2.682765796996511651e+40,6.227778466816537295e-02
2.685238348596942308e+40,6.201228886771611298e-02
2.687713179006630574e+40,6.174728004422256472e-02
2.690190290325736888e+40,6.148275888418278101e-02
2.692669684656532962e+40,6.121872607283614098e-02
2.695151364103051182e+40,6.095518229414299133e-02
2.697635330771440041e+40,6.069212823081087532e-02
2.700121586769613547e+40,6.042956456427402839e-02
2.702610134207603746e+40,6.016749197470098315e-02
2.705100975197210615e+40,5.990591114097424535e-02
2.707594111852314454e+40,5.964482274072100548e-02
2.710089546288741931e+40,5.938422745026966654e-02
2.712587280624138907e+40,5.912412594470810995e-02
2.715087316978278468e+40,5.886451889779453078e-02
2.717589657472711305e+40,5.860540698205671251e-02
2.720094304231120170e+40,5.834679086870316056e-02
2.722601259378967354e+40,5.808867122768085478e-02
2.725110525043852530e+40,5.783104872762795390e-02
2.727622103355157326e+40,5.757392403592658664e-02
2.730135996444405104e+40,5.731729781863748041e-02
2.732652206444905051e+40,5.706117074055285648e-02
2.735170735492066015e+40,5.680554346515371417e-02
2.737691585723265462e+40,5.655041665463995254e-02
2.740214759277715521e+40,5.629579096991504938e-02
2.742740258296780694e+40,5.604166707057072622e-02
2.745268084923618077e+40,5.578804561491244179e-02
2.747798241303541007e+40,5.553492725993954687e-02
2.750330729583659284e+40,5.528231266135258393e-02
2.752865551913241367e+40,5.503020247353371946e-02
2.755402710443357497e+40,5.477859734957189058e-02
2.757942207327239476e+40,5.452749794124321647e-02
2.760484044719924755e+40,5.427690489901813853e-02
2.763028224778570276e+40,5.402681887204657113e-02
2.765574749662322872e+40,5.377724050816064250e-02
2.768123621532183385e+40,5.352817045390816791e-02
2.770674842551324854e+40,5.327960935447188101e-02
2.773228414884732257e+40,5.303155785376435782e-02
2.775784340699569056e+40,5.278401659433860915e-02
2.778342622164813069e+40,5.253698621746525493e-02
2.780903261451623500e+40,5.229046736304347742e-02
2.783466260732978260e+40,5.204446066969532075e-02
2.786031622183994576e+40,5.179896677468121685e-02
2.788599347981794557e+40,5.155398631395501086e-02
2.791169440305370279e+40,5.130951992212313267e-02
2.793741901335903908e+40,5.106556823247331706e-02
2.796316733256405989e+40,5.082213187695566736e-02
2.798893938252081509e+40,5.057921148618959445e-02
2.801473518509966254e+40,5.033680768944506084e-02
2.804055476219295285e+40,5.009492111466667258e-02
2.806639813571136880e+40,4.985355238845491643e-02
2.809226532758718458e+40,4.961270213607726909e-02
2.811815635977286345e+40,4.937237098142837483e-02
2.814407125423974240e+40,4.913255954710067652e-02
2.817001003298123343e+40,4.889326845430209956e-02
2.819597271800918705e+40,4.865449832293071430e-02
2.822195933135758681e+40,4.841624977148863834e-02
2.824796989507885962e+40,4.817852341717314413e-02
2.827400443124762343e+40,4.794131987579103304e-02
2.830006296195698792e+40,4.770463976183239585e-02
2.832614550932226832e+40,4.746848368838545162e-02
2.835225209547731511e+40,4.723285226722682278e-02
2.837838274257776846e+40,4.699774610874480479e-02
2.840453747279968971e+40,4.676316582197128507e-02
2.843071630833818318e+40,4.652911201458412999e-02
2.845691927141066515e+40,4.629558529289322377e-02
2.848314638425316935e+40,4.606258626184721316e-02
2.850939766912409946e+40,4.583011552501538299e-02
2.853567314830048631e+40,4.559817368461084597e-02
2.856197284408176937e+40,4.536676134147252237e-02
2.858829677878607810e+40,4.513587909507176671e-02
2.861464497475397480e+40,4.490552754349443759e-02
2.864101745434473591e+40,4.467570728346396264e-02
2.866741423993965487e+40,4.444641891033142972e-02
2.869383535394065420e+40,4.421766301804180149e-02
2.872028081876889285e+40,4.398944019920106308e-02
2.874675065686807868e+40,4.376175104499799989e-02
2.877324489070071106e+40,4.353459614527512705e-02
2.879976354275188661e+40,4.330797608844687979e-02
2.882630663552553703e+40,4.308189146158623167e-02
2.885287419154821544e+40,4.285634285034319035e-02
2.887946623336535835e+40,4.263133083901507470e-02
2.890608278354459334e+40,4.240685601046936121e-02
2.893272386467434151e+40,4.218291894620986721e-02
2.895938949936243448e+40,4.195952022633932937e-02
2.898607971023942681e+40,4.173666042956987454e-02
2.901279451995482905e+40,4.151434013320575572e-02
2.903953395118094240e+40,4.129255991316548718e-02
2.906629802660904338e+40,4.107132034396458048e-02
2.909308676895324267e+40,4.085062199872189354e-02
2.911990020094666012e+40,4.063046544914258179e-02
2.914673834534481940e+40,4.041085126554387619e-02
2.917360122492419726e+40,4.019178001681859153e-02
2.920048886248084540e+40,3.997325227048404567e-02
2.922740128083372223e+40,3.975526859260718887e-02
2.925433850282091621e+40,3.953782954788793991e-02
2.928130055130347571e+40,3.932093569958075574e-02
2.930828744916160334e+40,3.910458760956228574e-02
2.933529921929849545e+40,3.888878583825332996e-02
2.936233588463655584e+40,3.867353094470147440e-02
2.938939746812122073e+40,3.845882348650334071e-02
2.941648399271716278e+40,3.824466401987158815e-02
2.944359548141165191e+40,3.803105309956146540e-02
2.947073195721314806e+40,3.781799127893371165e-02
2.949789344314988439e+40,3.760547910992282500e-02
2.952507996227322320e+40,3.739351714302817375e-02
2.955229153765385512e+40,3.718210592733511149e-02
2.957952819238567248e+40,3.697124601049854575e-02
2.960678994958190073e+40,3.676093793874895405e-02
2.963407683237901542e+40,3.655118225687612604e-02
2.966138886393287357e+40,3.634197950825007739e-02
2.968872606742212770e+40,3.613333023480840706e-02
2.971608846604679933e+40,3.592523497704390445e-02
2.974347608302682822e+40,3.571769427402891883e-02
2.977088894160550092e+40,3.551070866338090076e-02
2.979832706504557734e+40,3.530427868130861513e-02
2.982579047663321253e+40,3.509840486254132280e-02
2.985327919967406395e+40,3.489308774040763422e-02
2.988079325749722285e+40,3.468832784676138814e-02
2.990833267345134091e+40,3.448412571204544086e-02
2.993589747090852297e+40,3.428048186521815560e-02
2.996348767326047299e+40,3.407739683383127077e-02
2.999110330392191285e+40,3.387487114396013632e-02
3.001874438632915104e+40,3.367290532024910105e-02
3.004641094393862705e+40,3.347149988587791447e-02
3.007410300023035446e+40,3.327065536258532602e-02
3.010182057870402813e+40,3.307037227065351415e-02
3.012956370288296051e+40,3.287065112891379703e-02
3.015733239631018405e+40,3.267149245473120051e-02
3.018512668255239712e+40,3.247289676402430325e-02
3.021294658519604229e+40,3.227486457124970065e-02
3.024079212785078314e+40,3.207739638941131677e-02
3.026866333414804879e+40,3.188049273002752787e-02
3.029656022773955410e+40,3.168415410318924097e-02
3.032448283230080079e+40,3.148838101749233676e-02
3.035243117152712177e+40,3.129317398009886370e-02
3.038040526913768031e+40,3.109853349666654582e-02
3.040840514887151442e+40,3.090446007142336540e-02
3.043643083449151662e+40,3.071095420709743506e-02
3.046448234978050254e+40,3.051801640497741469e-02
3.049255971854519554e+40,3.032564716484288658e-02
3.052066296461226623e+40,3.013384698503803263e-02
3.054879211183183840e+40,2.994261636240910449e-02
3.057694718407602860e+40,2.975195579233036805e-02
3.060512820523743744e+40,2.956186576870611926e-02
3.063333519923270380e+40,2.937234678395931123e-02
3.066156818999849604e+40,2.918339932903694228e-02
3.068982720149555466e+40,2.899502389339548430e-02
3.071811225770469316e+40,2.880722096501962468e-02
3.074642338263083101e+40,2.861999103040765297e-02
3.077476060029901390e+40,2.843333457457680735e-02
3.080312393475791958e+40,2.824725208105216198e-02
3.083151341007841686e+40,2.806174403186870517e-02
3.085992905035202299e+40,2.787681090759300609e-02
3.088837087969448693e+40,2.769245318727939220e-02
3.091683892224176605e+40,2.750867134850793275e-02
3.094533320215407845e+40,2.732546586735066022e-02
3.097385374361189414e+40,2.714283721841246819e-02
3.100240057081998254e+40,2.696078587476846006e-02
3.103097370800340369e+40,2.677931230803367799e-02
3.105957317941157023e+40,2.659841698829755810e-02
3.108819900931420959e+40,2.641810038418035758e-02
3.111685122200494723e+40,2.623836296277131871e-02
3.114552984179979795e+40,2.605920518968161612e-02
3.117423489303566192e+40,2.588062752901450561e-02
3.120296640007389830e+40,2.570263044337360581e-02
3.123172438729628262e+40,2.552521439384914173e-02
3.126050887910911222e+40,2.534837984003561820e-02
3.128931989993912982e+40,2.517212724001805652e-02
3.131815747423762417e+40,2.499645705037702170e-02
3.134702162647639221e+40,2.482136972617507431e-02
3.137591238115130306e+40,2.464686572097725056e-02
3.140482976278082303e+40,2.447294548682211676e-02
3.143377379590445377e+40,2.429960947425749765e-02
3.146274450508638319e+40,2.412685813229634157e-02
3.149174191491137995e+40,2.395469190845230661e-02
3.152076604998892315e+40,2.378311124870811574e-02
3.154981693494912100e+40,2.361211659755385259e-02
3.157889459444684053e+40,2.344170839792830349e-02
3.160799905315760203e+40,2.327188709128424904e-02
3.163713033578173780e+40,2.310265311752707912e-02
3.166628846704028662e+40,2.293400691506764302e-02
3.169547347167861086e+40,2.276594892076435131e-02
3.172468537446488290e+40,2.259847956997273685e-02
3.175392420018854737e+40,2.243159929652045401e-02
3.178318997366397213e+40,2.226530853270034319e-02
3.181248271972632338e+40,2.209960770928696625e-02
3.184180246323571958e+40,2.193449725552371055e-02
3.187114922907313070e+40,2.176997759912753863e-02
3.190052304214452250e+40,2.160604916627623800e-02
3.192992392737674612e+40,2.144271238162478999e-02
3.195935190972117940e+40,2.127996766829547831e-02
3.198880701415220360e+40,2.111781544786822326e-02
3.201828926566564151e+40,2.095625614039673193e-02
3.204779868928246157e+40,2.079529016439591801e-02
3.207733531004457565e+40,2.063491793684650924e-02
3.210689915301908964e+40,2.047513987318264755e-02
3.213649024329411087e+40,2.031595638731062067e-02
3.216610860598296488e+40,2.015736789158242837e-02
3.219575426622001735e+40,1.999937479682836750e-02
3.222542724916491019e+40,1.984197751231678991e-02
3.225512757999836896e+40,1.968517644578655912e-02
3.228485528392590221e+40,1.952897200342094616e-02
3.231461038617624437e+40,1.937336458986601423e-02
3.234439291199981316e+40,1.921835460822117828e-02
3.237420288667239441e+40,1.906394246003003182e-02
3.240404033549096883e+40,1.891012854529570963e-02
3.243390528377794326e+40,1.875691326246888696e-02
3.246379775687693392e+40,1.860429700845220649e-02
3.249371778015705572e+40,1.845228017858844410e-02
3.252366537900866680e+40,1.830086316667570157e-02
3.255364057884711621e+40,1.815004636495819168e-02
3.258364340511119650e+40,1.799983016411733916e-02
3.261367388326152858e+40,1.785021495328672006e-02
3.264373203878434323e+40,1.770120112004039056e-02
3.267381789718722573e+40,1.755278905039716827e-02
3.270393148400339056e+40,1.740497912880917264e-02
3.273407282478746953e+40,1.725777173817652846e-02
3.276424194511977689e+40,1.711116725983589937e-02
3.279443887060204903e+40,1.696516607356470668e-02
3.282466362686178698e+40,1.681976855756981207e-02
3.285491623954793813e+40,1.667497508850458721e-02
3.288519673433471639e+40,1.653078604144992900e-02
3.291550513692000161e+40,1.638720178991850962e-02
3.294584147302372930e+40,1.624422270587149233e-02
3.297620576839170597e+40,1.610184915968464192e-02
3.300659804879130052e+40,1.596008152017770743e-02
3.303701834001579641e+40,1.581892015458834927e-02
3.306746666788009267e+40,1.567836542860112647e-02
3.309794305822502705e+40,1.553841770631171626e-02
3.312844753691310125e+40,1.539907735025574341e-02
3.315898012983227213e+40,1.526034472138562692e-02
3.318954086289436071e+40,1.512222017908686038e-02
3.322012976203344679e+40,1.498470408116723586e-02
3.325074685320966490e+40,1.484779678386081471e-02
3.328139216240491995e+40,1.471149864181731971e-02
3.331206571562723445e+40,1.457581000811572838e-02
3.334276753890641575e+40,1.444073123425368768e-02
3.337349765829845174e+40,1.430626267015138939e-02
3.340425609988115379e+40,1.417240466414117217e-02
3.343504288975856215e+40,1.403915756298087202e-02
3.346585805405657445e+40,1.390652171184574536e-02
3.349670161892681908e+40,1.377449745432293184e-02
3.352757361054503043e+40,1.364308513241297913e-02
3.355847405510940955e+40,1.351228508654515013e-02
3.358940297884450726e+40,1.338209765554639573e-02
3.362036040799685263e+40,1.325252317666824123e-02
3.365134636883934867e+40,1.312356198556293048e-02
3.368236088766692016e+40,1.299521441630997753e-02
3.371340399080093354e+40,1.286748080138337344e-02
3.374447570458479636e+40,1.274036147167803036e-02
3.377557605538786456e+40,1.261385675648855377e-02
