Rpsi(lP),Evac
6.989819121195185343e+39,4.993817701629024719e-01
6.996261237191479187e+39,4.993531670730774197e-01
7.002709290517048486e+39,4.993239180407836320e-01
7.009163286644220482e+39,4.992940231417906660e-01
7.015623231049905455e+39,4.992634824535392424e-01
7.022089129216406702e+39,4.992322960551446309e-01
7.028560986631077204e+39,4.992004640273944305e-01
7.035038808785987171e+39,4.991679864527491239e-01
7.041522601178725558e+39,4.991348634153400243e-01
7.048012369311488537e+39,4.991010950009723279e-01
7.054508118692001908e+39,4.990666812971204513e-01
7.061009854832611983e+39,4.990316223929346373e-01
7.067517583251200747e+39,4.989959183792321840e-01
7.074031309470276744e+39,4.989595693485046057e-01
7.080551039017787475e+39,4.989225753949123043e-01
7.087076777426770017e+39,4.988849366142859010e-01
7.093608530235016156e+39,4.988466531041302332e-01
7.100146302985887197e+39,4.988077249636155841e-01
7.106690101227386719e+39,4.987681522935856204e-01
7.113239930513095078e+39,4.987279351965510088e-01
7.119795796401249411e+39,4.986870737766936346e-01
7.126357704455673301e+39,4.986455681398637152e-01
7.132925660244850743e+39,4.986034183935813546e-01
7.139499669342751832e+39,4.985606246470327685e-01
7.146079737328478558e+39,4.985171870110747805e-01
7.152665869785928717e+39,4.984731055982312142e-01
7.159258072304611939e+39,4.984283805226947806e-01
7.165856350478722444e+39,4.983830119003227477e-01
7.172460709908078371e+39,4.983369998486421593e-01
7.179071156197188494e+39,4.982903444868468368e-01
7.185687694956200015e+39,4.982430459357944930e-01
7.192310331799955607e+39,4.981951043180115613e-01
7.198939072348948458e+39,4.981465197576893655e-01
7.205573922228378109e+39,4.980972923806858965e-01
7.212214887068980976e+39,4.980474223145224255e-01
7.218861972506685817e+39,4.979969096883841151e-01
7.225515184182259506e+39,4.979457546331260143e-01
7.232174527742142410e+39,4.978939572812614012e-01
7.238840008837504210e+39,4.978415177669716085e-01
7.245511633125195333e+39,4.977884362260977524e-01
7.252189406266808820e+39,4.977347127961472273e-01
7.258873333929628126e+39,4.976803476162890982e-01
7.265563421785684157e+39,4.976253408273556555e-01
7.272259675512713952e+39,4.975696925718385843e-01
7.278962100793208042e+39,4.975134029938940716e-01
7.285670703315254288e+39,4.974564722393398641e-01
7.292385488772181243e+39,4.973989004556514382e-01
7.299106462862206355e+39,4.973406877919677171e-01
7.305833631289278591e+39,4.972818343990873524e-01
7.312566999762123383e+39,4.972223404294691673e-01
7.319306573995208562e+39,4.971622060372287155e-01
7.326052359707786886e+39,4.971014313781432770e-01
7.332804362624864391e+39,4.970400166096483052e-01
7.339562588476241712e+39,4.969779618908379271e-01
7.346327042997360335e+39,4.969152673824620559e-01
7.353097731928950794e+39,4.968519332469270022e-01
7.359874661016669995e+39,4.967879596483034677e-01
7.366657836011953512e+39,4.967233467523066714e-01
7.373447262671055695e+39,4.966580947263201096e-01
7.380242946756018023e+39,4.965922037393729616e-01
7.387044894033710425e+39,4.965256739621595194e-01
7.393853110276802046e+39,4.964585055670165392e-01
7.400667601262795318e+39,4.963906987279476657e-01
7.407488372774883085e+39,4.963222536206012281e-01
7.414315430601587138e+39,4.962531704222845064e-01
7.421148780536402786e+39,4.961834493119533507e-01
7.427988428378647529e+39,4.961130904702195643e-01
7.434834379932498744e+39,4.960420940793457967e-01
7.441686641007969297e+39,4.959704603232474862e-01
7.448545217419941604e+39,4.958981893874873093e-01
7.455410114989143240e+39,4.958252814592825075e-01
7.462281339541178586e+39,4.957517367274989484e-01
7.469158896907509266e+39,4.956775553826535119e-01
7.476042792924483386e+39,4.956027376169083731e-01
7.482933033434195074e+39,4.955272836240793843e-01
7.489829624284120597e+39,4.954511935996241956e-01
7.496732571326761727e+39,4.953744677406585750e-01
7.503641880420502866e+39,4.952971062459306517e-01
7.510557557428634240e+39,4.952191093158498925e-01
7.517479608220345633e+39,4.951404771524597348e-01
7.524408038669742319e+39,4.950612099594616788e-01
7.531342854656833969e+39,4.949813079421867545e-01
7.538284062066561459e+39,4.949007713076258308e-01
7.545231666789776106e+39,4.948196002644027480e-01
7.552185674722271315e+39,4.947377950227916377e-01
7.559146091765640915e+39,4.946553557947038215e-01
7.566112923826918905e+39,4.945722827936971933e-01
7.573086176818213143e+39,4.944885762349716662e-01
7.580065856657573357e+39,4.944042363353637892e-01
7.587051969268010709e+39,4.943192633133551839e-01
7.594044520578490319e+39,4.942336573890661056e-01
7.601043516522943574e+39,4.941474187842579413e-01
7.608048963041270329e+39,4.940605477223261599e-01
7.615060866078346376e+39,4.939730444283095268e-01
7.622079231584898710e+39,4.938849091288844417e-01
7.629104065517140430e+39,4.937961420523597766e-01
7.636135373836399600e+39,4.937067434286873113e-01
7.643173162509998140e+39,4.936167134894470232e-01
7.650217437510256875e+39,4.935260524678669047e-01
7.657268204815501368e+39,4.934347605987922658e-01
7.664325470409069387e+39,4.933428381187201506e-01
7.671389240280309478e+39,4.932502852657666415e-01
7.678459520423590858e+39,4.931571022796956694e-01
7.685536316839185927e+39,4.930632894018869283e-01
7.692619635532894295e+39,4.929688468753632979e-01
7.699709482515674059e+39,4.928737749447755223e-01
7.706805863804526734e+39,4.927780738564065399e-01
7.713908785421498685e+39,4.926817438581639341e-01
7.721018253394685740e+39,4.925847851995897031e-01
7.728134273757237037e+39,4.924871981318523773e-01
7.735256852548369313e+39,4.923889829077505165e-01
7.742385995812355035e+39,4.922901397817043279e-01
7.749521709599547562e+39,4.921906690097658799e-01
7.756663999965368075e+39,4.920905708496116082e-01
7.763812872971200175e+39,4.919898455605464238e-01
7.770968334684011489e+39,4.918884934034875034e-01
7.778130391175983746e+39,4.917865146409939325e-01
7.785299048525398911e+39,4.916839095372314561e-01
7.792474312815638200e+39,4.915806783580048411e-01
7.799656190136192738e+39,4.914768213707207400e-01
7.806844686581658946e+39,4.913723388444269369e-01
7.814039808252762498e+39,4.912672310497751549e-01
7.821241561255336779e+39,4.911614982590534750e-01
7.828449951701228371e+39,4.910551407461504758e-01
7.835664985707918662e+39,4.909481587865860419e-01
7.842886669398138192e+39,4.908405526574958211e-01
7.850115008900778188e+39,4.907323226376268388e-01
7.857350010349861770e+39,4.906234690073477678e-01
7.864591679885579994e+39,4.905139920486410454e-01
7.871840023653271524e+39,4.904038920451054828e-01
7.879095047804449007e+39,4.902931692819482157e-01
7.886356758495782368e+39,4.901818240459955289e-01
7.893625161890131233e+39,4.900698566256841970e-01
7.900900264155517341e+39,4.899572673110645926e-01
7.908182071466036074e+39,4.898440563937942471e-01
7.915470590001474435e+39,4.897302241671390166e-01
7.922765825946922988e+39,4.896157709259859603e-01
7.930067785493694636e+39,4.895006969668171948e-01
7.937376474838286156e+39,4.893850025877325427e-01
7.944691900183428756e+39,4.892686880884289935e-01
7.952014067737048399e+39,4.891517537702262941e-01
7.959342983713310312e+39,4.890341999360271474e-01
7.966678654331591403e+39,4.889160268903619544e-01
7.974021085817386952e+39,4.887972349393483462e-01
7.981370284401933431e+39,4.886778243907179964e-01
7.988726256321815596e+39,4.885577955537960815e-01
7.996089007819891320e+39,4.884371487395163802e-01
8.003458545144245873e+39,4.883158842604108929e-01
8.010834874549252148e+39,4.881940024306142822e-01
8.018218002294516474e+39,4.880715035658535483e-01
8.025607934645943690e+39,4.879483879834606852e-01
8.033004677874686575e+39,4.878246560023634104e-01
8.040408238258203671e+39,4.877003079430882182e-01
8.047818622079212345e+39,4.875753441277507205e-01
8.055235835626617244e+39,4.874497648800707461e-01
8.062659885195117400e+39,4.873235705253511907e-01
8.070090777084818160e+39,4.871967613905061611e-01
8.077528517602158433e+39,4.870693378040177324e-01
8.084973113058861343e+39,4.869413000959844640e-01
8.092424569772999293e+39,4.868126485980753815e-01
8.099882894067932526e+39,4.866833836435701666e-01
8.107348092273383863e+39,4.865535055673121390e-01
8.114820170724376056e+39,4.864230147057586051e-01
8.122299135762172330e+39,4.862919113969377261e-01
8.129784993733876233e+39,4.861601959804666695e-01
8.137277750992044777e+39,4.860278687975531087e-01
8.144777413895621727e+39,4.858949301909866181e-01
8.152283988808879796e+39,4.857613805051436140e-01
8.159797482102486913e+39,4.856272200859759747e-01
8.167317900152452040e+39,4.854924492810249737e-01
8.174845249341193867e+39,4.853570684394106216e-01
8.182379536056478159e+39,4.852210779118356632e-01
8.189920766692493708e+39,4.850844780505749188e-01
8.197468947648787262e+39,4.849472692094890514e-01
8.205024085331205282e+39,4.848094517440161288e-01
8.212586186151496206e+39,4.846710260111634638e-01
8.220155256526918756e+39,4.845319923695243780e-01
8.227731302881181272e+39,4.843923511792539438e-01
8.235314331643374232e+39,4.842521028020986829e-01
8.242904349249052242e+39,4.841112476013607613e-01
8.250501362139162922e+39,4.839697859419266890e-01
8.258105376761130113e+39,4.838277181902415625e-01
8.265716399567777924e+39,4.836850447143402065e-01
8.273334437018284579e+39,4.835417658838020993e-01
8.280959495577779843e+39,4.833978820697917844e-01
8.288591581716948498e+39,4.832533936450364997e-01
8.296230701912978135e+39,4.831083009838319509e-01
8.303876862648484423e+39,4.829626044620315972e-01
8.311530070412602768e+39,4.828163044570608631e-01
8.319190331699903907e+39,4.826694013479057022e-01
8.326857653011485566e+39,4.825218955151173161e-01
8.334532040853898936e+39,4.823737873408001087e-01
8.342213501740231871e+39,4.822250772086268955e-01
8.349902042189030524e+39,4.820757655038271361e-01
8.357597668725258026e+39,4.819258526131939280e-01
8.365300387879895542e+39,4.817753389250593599e-01
8.373010206189526398e+39,4.816242248293379768e-01
8.380727130197309268e+39,4.814725107174762653e-01
8.388451166451886515e+39,4.813201969824986159e-01
8.396182321508483099e+39,4.811672840189535338e-01
8.403920601927814925e+39,4.810137722229713142e-01
8.411666014277197423e+39,4.808596619922089754e-01
8.419418565129446635e+39,4.807049537258986649e-01
8.427178261063847566e+39,4.805496478247940906e-01
8.434945108665754026e+39,4.803937446912162623e-01
8.442719114526170348e+39,4.802372447290308988e-01
8.450500285242729403e+39,4.800801483436410999e-01
8.458288627418594897e+39,4.799224559420036118e-01
8.466084147663565123e+39,4.797641679326160591e-01
8.473886852592977671e+39,4.796052847255221629e-01
8.481696748828824059e+39,4.794458067322985850e-01
8.489513842998639937e+39,4.792857343660716918e-01
8.497338141736626976e+39,4.791250680415045093e-01
8.505169651682546693e+39,4.789638081748013310e-01
8.513008379482693641e+39,4.788019551836987242e-01
8.520854331789491629e+39,4.786395094874665301e-01
8.528707515261075429e+39,4.784764715069273477e-01
8.536567936562273636e+39,4.783128416644180647e-01
8.544435602363500084e+39,4.781486203838227755e-01
8.552310519341876933e+39,4.779838080905435271e-01
8.560192694180117628e+39,4.778184052115336811e-01
8.568082133567656032e+39,4.776524121752561136e-01
8.575978844199530586e+39,4.774858294117170221e-01
8.583882832777372006e+39,4.773186573524383358e-01
8.591794106008986200e+39,4.771508964304809197e-01
8.599712670607940817e+39,4.769825470804185952e-01
8.607638533294552938e+39,4.768136097383586791e-01
8.615571700794769613e+39,4.766440848419288279e-01
8.623512179841300620e+39,4.764739728302814226e-01
8.631459977172499007e+39,4.763032741440809126e-01
8.639415099533490221e+39,4.761319892255206354e-01
8.647377553675052647e+39,4.759601185183094940e-01
8.655347346354750372e+39,4.757876624676765642e-01
8.663324484335811299e+39,4.756146215203585492e-01
8.671308974388119677e+39,4.754409961246192640e-01
8.679300823287802648e+39,4.752667867302214355e-01
8.687300037816802286e+39,4.750919937884617861e-01
8.695306624763882637e+39,4.749166177521274568e-01
8.703320590923494529e+39,4.747406590755313127e-01
8.711341943096920434e+39,4.745641182144801906e-01
8.719370688091141699e+39,4.743869956263107035e-01
8.727406832719982189e+39,4.742092917698446097e-01
8.735450383802975529e+39,4.740310071054251728e-01
8.743501348166370925e+39,4.738521420948907381e-01
8.751559732642705206e+39,4.736726972015830595e-01
8.759625544070388164e+39,4.734926728903521287e-01
8.767698789294699916e+39,4.733120696275460171e-01
8.775779475166658139e+39,4.731308878810156493e-01
8.783867608544170182e+39,4.729491281201009811e-01
8.791963196290886997e+39,4.727667908156488186e-01
8.800066245277361295e+39,4.725838764399988290e-01
8.808176762379903901e+39,4.724003854669889813e-01
8.816294754481737068e+39,4.722163183719410573e-01
8.824420228471849627e+39,4.720316756316789153e-01
8.832553191246017315e+39,4.718464577245177760e-01
8.840693649706363943e+39,4.716606651302530095e-01
8.848841610760947935e+39,4.714742983301783430e-01
8.856997081324770578e+39,4.712873578070718161e-01
8.865160068318623914e+39,4.710998440452011105e-01
8.873330578670263396e+39,4.709117575303087277e-01
8.881508619313244903e+39,4.707230987496309194e-01
8.889694197188099820e+39,4.705338681918829757e-01
8.897887319241170832e+39,4.703440663472646666e-01
8.906087992425639523e+39,4.701536937074493050e-01
8.914296223701098408e+39,4.699627507655850800e-01
8.922512020033115722e+39,4.697712380163178159e-01
8.930735388394261800e+39,4.695791559557459527e-01
8.938966335762950923e+39,4.693865050814594597e-01
8.947204869124611560e+39,4.691932858925082495e-01
8.955450995470527008e+39,4.689994988894247707e-01
8.963704721799009259e+39,4.688051445742089096e-01
8.971966055114233593e+39,4.686102234503333741e-01
8.980235002427417287e+39,4.684147360227293722e-01
8.988511570755651784e+39,4.682186827978048194e-01
8.996795767122938751e+39,4.680220642834336808e-01
9.005087598559752442e+39,4.678248809889439808e-01
9.013387072102602067e+39,4.676271334251368428e-01
9.021694194795076309e+39,4.674288221042720015e-01
9.030008973686662198e+39,4.672299475400729096e-01
9.038331415833935905e+39,4.670305102477116388e-01
9.046661528299385249e+39,4.668305107438284196e-01
9.054999318152600488e+39,4.666299495465163205e-01
9.063344792469091989e+39,4.664288271753274095e-01
9.071697958331338369e+39,4.662271441512597092e-01
9.080058822828345234e+39,4.660249009967605827e-01
9.088427393055206341e+39,4.658220982357532125e-01
9.096803676114150526e+39,4.656187363935709866e-01
9.105187679113353334e+39,4.654148159970350473e-01
9.113579409168141104e+39,4.652103375743846803e-01
9.121978873399800180e+39,4.650053016553229446e-01
9.130386078936776163e+39,4.647997087709787034e-01
9.138801032913487960e+39,4.645935594539492008e-01
9.147223742471529449e+39,4.643868542382475484e-01
9.155654214758475066e+39,4.641795936593453575e-01
9.164092456928937614e+39,4.639717782541378788e-01
9.172538476144123375e+39,4.637634085609690371e-01
9.180992279571389648e+39,4.635544851196144456e-01
9.189453874385297718e+39,4.633450084712885109e-01
9.197923267766424489e+39,4.631349791586271136e-01
9.206400466902561730e+39,4.629243977257090914e-01
9.214885478987526498e+39,4.627132647180398628e-01
9.223378311222366438e+39,4.625015806825572562e-01
9.231878970814166566e+39,4.622893461676155780e-01
9.240387464977101041e+39,4.620765617230098155e-01
9.248903800932000369e+39,4.618632278999409424e-01
9.257427985905889590e+39,4.616493452510631035e-01
9.265960027133064225e+39,4.614349143304108392e-01
9.274499931853880138e+39,4.612199356934804650e-01
9.283047707315972138e+39,4.610044098971565751e-01
9.291603360773047468e+39,4.607883374997605586e-01
9.300166899486108027e+39,4.605717190610104095e-01
9.308738330722237824e+39,4.603545551420656357e-01
9.317317661755827611e+39,4.601368463054716917e-01
9.325904899867363546e+39,4.599185931152050544e-01
9.334500052344499511e+39,4.596997961366369179e-01
9.343103126481606174e+39,4.594804559365584518e-01
9.351714129579316444e+39,4.592605730831685329e-01
9.360333068945607452e+39,4.590401481460595901e-01
9.368959951894575911e+39,4.588191816962402525e-01
9.377594785747673641e+39,4.585976743061181415e-01
9.386237577832486548e+39,4.583756265495056992e-01
9.394888335483970154e+39,4.581530390016037568e-01
9.403547066043220112e+39,4.579299122390231847e-01
9.412213776858566288e+39,4.577062468397754547e-01
9.420888475285106116e+39,4.574820433832397781e-01
9.429571168684254874e+39,4.572573024502289418e-01
9.438261864424830095e+39,4.570320246229122030e-01
9.446960569881822087e+39,4.568062104848853999e-01
9.455667292437637916e+39,4.565798606210897392e-01
9.464382039480869514e+39,4.563529756178985042e-01
9.473104818407534035e+39,4.561255560630347872e-01
9.481835636619851632e+39,4.558976025456427661e-01
9.490574501527480978e+39,4.556691156562056033e-01
9.499321420546289789e+39,4.554400959866324317e-01
9.508076401099445275e+39,4.552105441301801392e-01
9.516839450616959584e+39,4.549804606815046615e-01
9.525610576535221949e+39,4.547498462366225125e-01
9.534389786298100015e+39,4.545187013929383180e-01
9.543177087355699488e+39,4.542870267492262193e-01
9.551972487165616576e+39,4.540548229056371454e-01
9.560775993191692799e+39,4.538220904636803832e-01
9.569587612905277104e+39,4.535888300262471695e-01
9.578407353783977050e+39,4.533550421975920397e-01
9.587235223312762553e+39,4.531207275833442072e-01
9.596071228983502868e+39,4.528858867904685948e-01
9.604915378294497527e+39,4.526505204273343352e-01
9.613767678751590969e+39,4.524146291036348910e-01
9.622628137866910419e+39,4.521782134304611067e-01
9.631496763160138888e+39,4.519412740202161105e-01
9.640373562157261520e+39,4.517038114867057974e-01
9.649258542391827704e+39,4.514658264450536196e-01
9.658151711403699843e+39,4.512273195117740832e-01
9.667053076740320304e+39,4.509882913046875386e-01
9.675962645955456552e+39,4.507487424430110523e-01
9.684880426610312158e+39,4.505086735472810244e-01
9.693806426273058938e+39,4.502680852393848299e-01
9.702740652518369104e+39,4.500269781425641491e-01
9.711683112928529893e+39,4.497853528814001467e-01
9.720633815092180235e+39,4.495432100818207433e-01
9.729592766605592220e+39,4.493005503710815196e-01
9.738559975071401722e+39,4.490573743777901417e-01
9.747535448099885029e+39,4.488136827318869870e-01
9.756519193307697927e+39,4.485694760646531387e-01
9.765511218318995171e+39,4.483247550086948974e-01
9.774511530764955375e+39,4.480795201979464459e-01
9.783520138283315574e+39,4.478337722677035448e-01
9.792537048519485857e+39,4.475875118545435405e-01
9.801562269125287245e+39,4.473407395964186239e-01
9.810595807760231947e+39,4.470934561325682344e-01
9.819637672090250358e+39,4.468456621035952758e-01
9.828687869788978565e+39,4.465973581513769664e-01
9.837746408536485352e+39,4.463485449191596510e-01
9.846813296020559701e+39,4.460992230514694845e-01
9.855888539935430543e+39,4.458493931941901467e-01
9.864972147982903147e+39,4.455990559944766893e-01
9.874064127871881593e+39,4.453482121008296435e-01
9.883164487317890042e+39,4.450968621630529420e-01
9.892273234044207910e+39,4.448450068322663542e-01
9.901390375780588415e+39,4.445926467608851129e-01
9.910515920264556955e+39,4.443397826026454500e-01
9.919649875240118773e+39,4.440864150125849452e-01
9.928792248459067013e+39,4.438325446470496871e-01
9.937943047679689165e+39,4.435781721636751773e-01
9.947102280667913133e+39,4.433232982214149187e-01
9.956269955196821243e+39,4.430679234804995592e-01
9.965446079046170301e+39,4.428120486024926250e-01
9.974630660003544907e+39,4.425556742502039231e-01
9.983823705863048190e+39,4.422988010877866860e-01
9.993025224426623161e+39,4.420414297806455339e-01
1.000223522350274829e+40,4.417835609955166332e-01
1.001145371090775400e+40,4.415251954003743262e-01
1.002068069446452071e+40,4.412663336645304968e-01
1.002991618200379045e+40,4.410069764585408669e-01
1.003916018136287095e+40,4.407471244542862654e-01
1.004841270038678166e+40,4.404867783248829771e-01
1.005767374692777503e+40,4.402259387447596262e-01
1.006694332884484572e+40,4.399646063896185955e-01
1.007622145400489111e+40,4.397027819364248136e-01
1.008550813028139843e+40,4.394404660634319559e-01
1.009480336555577220e+40,4.391776594501619058e-01
1.010410716771602005e+40,4.389143627774126366e-01
1.011341954465808261e+40,4.386505767272376177e-01
1.012274050428451091e+40,4.383863019829719043e-01
1.013207005450564266e+40,4.381215392292213129e-01
1.014140820323910058e+40,4.378562891518228972e-01
1.015075495840930999e+40,4.375905524379231637e-01
1.016011032794866305e+40,4.373243297758869219e-01
1.016947431979619859e+40,4.370576218553799963e-01
1.017884694189893554e+40,4.367904293672736915e-01
1.018822820221055283e+40,4.365227530037464887e-01
1.019761810869272885e+40,4.362545934581872897e-01
1.020701666931380677e+40,4.359859514252800161e-01
1.021642389205014739e+40,4.357168276009058538e-01
1.022583978488479080e+40,4.354472226822462821e-01
1.023526435580863754e+40,4.351771373676910915e-01
1.024469761281995292e+40,4.349065723568985020e-01
1.025413956392387016e+40,4.346355283507498668e-01
1.026359021713357393e+40,4.343640060513822010e-01
1.027304958046896084e+40,4.340920061621663106e-01
1.028251766195798985e+40,4.338195293877152303e-01
1.029199446963534758e+40,4.335465764338630179e-01
1.030148001154379869e+40,4.332731480076913444e-01
1.031097429573284880e+40,4.329992448175090658e-01
1.032047733025992323e+40,4.327248675728644911e-01
1.032998912318987734e+40,4.324500169844999742e-01
1.033950968259449244e+40,4.321746937644326825e-01
1.034903901655366291e+40,4.318988986258603391e-01
1.035857713315405557e+40,4.316226322832469875e-01
1.036812404049046603e+40,4.313458954522235156e-01
1.037767974666447441e+40,4.310686888496935154e-01
1.038724425978580414e+40,4.307910131937335296e-01
1.039681758797097404e+40,4.305128692036790938e-01
1.040639973934466436e+40,4.302342576000250385e-01
1.041599072203836164e+40,4.299551791045315152e-01
1.042559054419155789e+40,4.296756344401339023e-01
1.043519921395124895e+40,4.293956243309800525e-01
1.044481673947142427e+40,4.291151495024330131e-01
1.045444312891427226e+40,4.288342106810554277e-01
1.046407839044882263e+40,4.285528085946160859e-01
1.047372253225231611e+40,4.282709439720697731e-01
1.048337556250884322e+40,4.279886175435837492e-01
1.049303748941072845e+40,4.277058300405167657e-01
1.050270832115715454e+40,4.274225821954270588e-01
1.051238806595537985e+40,4.271388747420553078e-01
1.052207673202022459e+40,4.268547084153277993e-01
1.053177432757356543e+40,4.265700839513896225e-01
1.054148086084554693e+40,4.262850020875374457e-01
1.055119634007320450e+40,4.259994635622780801e-01
1.056092077350186073e+40,4.257134691152759665e-01
1.057065416938374361e+40,4.254270194874170685e-01
1.058039653597937920e+40,4.251401154207107846e-01
1.059014788155621464e+40,4.248527576583995824e-01
1.059990821438983438e+40,4.245649469448605218e-01
1.060967754276345357e+40,4.242766840256693706e-01
1.061945587496739830e+40,4.239879696475532533e-01
1.062924321930033019e+40,4.236988045584236251e-01
1.063903958406786579e+40,4.234091895073547329e-01
1.064884497758397174e+40,4.231191252445914985e-01
1.065865940816957805e+40,4.228286125215271474e-01
1.066848288415398416e+40,4.225376520907317413e-01
1.067831541387346740e+40,4.222462447059304180e-01
1.068815700567268661e+40,4.219543911220111077e-01
1.069800766790328941e+40,4.216620920950018836e-01
1.070786740892515138e+40,4.213693483821058239e-01
1.071773623710584654e+40,4.210761607416518837e-01
1.072761416082014079e+40,4.207825299331551250e-01
1.073750118845121661e+40,4.204884567172425536e-01
1.074739732838928029e+40,4.201939418557130157e-01
1.075730258903297767e+40,4.198989861114835187e-01
1.076721697878798570e+40,4.196035902486494606e-01
1.077714050606843774e+40,4.193077550324102454e-01
1.078707317929551400e+40,4.190114812291289570e-01
1.079701500689886442e+40,4.187147696062792357e-01
1.080696599731519786e+40,4.184176209325102813e-01
1.081692615898953212e+40,4.181200359775514297e-01
1.082689550037466806e+40,4.178220155122987500e-01
1.083687402993066495e+40,4.175235603087713021e-01
1.084686175612608684e+40,4.172246711400983132e-01
1.085685868743659660e+40,4.169253487805492653e-01
1.086686483234637638e+40,4.166255940055104134e-01
1.087688019934671684e+40,4.163254075914935015e-01
1.088690479693744606e+40,4.160247903161126692e-01
1.089693863362551752e+40,4.157237429581136512e-01
1.090698171792625050e+40,4.154222662973567903e-01
1.091703405836282589e+40,4.151203611147982753e-01
1.092709566346573134e+40,4.148180281925204493e-01
1.093716654177403788e+40,4.145152683137085514e-01
1.094724670183397095e+40,4.142120822626588761e-01
1.095733615220034662e+40,4.139084708247556255e-01
1.096743490143515232e+40,4.136044347865014403e-01
1.097754295810897819e+40,4.132999749354931418e-01
1.098766033079960021e+40,4.129950920604307241e-01
1.099778702809323753e+40,4.126897869510998129e-01
1.100792305858402047e+40,4.123840603983792708e-01
1.101806843087346592e+40,4.120779131942505225e-01
1.102822315357173216e+40,4.117713461317795143e-01
1.103838723529619717e+40,4.114643600051252625e-01
1.104856068467289726e+40,4.111569556095158173e-01
1.105874351033510296e+40,4.108491337412792932e-01
1.106893572092475762e+40,4.105408951978195553e-01
1.107913732509105333e+40,4.102322407776256008e-01
1.108934833149187432e+40,4.099231712802471339e-01
1.109956874879235601e+40,4.096136875063256522e-01
1.110979858566616636e+40,4.093037902575756837e-01
1.112003785079497163e+40,4.089934803367667460e-01
1.113028655286788988e+40,4.086827585477532665e-01
1.114054470058277486e+40,4.083716256954515456e-01
1.115081230264477258e+40,4.080600825858481384e-01
1.116108936776777439e+40,4.077481300259758745e-01
1.117137590467297601e+40,4.074357688239446662e-01
1.118167192209034751e+40,4.071229997889175278e-01
1.119197742875716331e+40,4.068098237311194576e-01
1.120229243341948912e+40,4.064962414618134567e-01
1.121261694483071675e+40,4.061822537933310606e-01
1.122295097175285767e+40,4.058678615390597932e-01
1.123329452295599168e+40,4.055530655133964268e-01
1.124364760721774232e+40,4.052378665318390194e-01
1.125401023332454616e+40,4.049222654108850517e-01
1.126438241007020942e+40,4.046062629681017042e-01
1.127476414625737795e+40,4.042898600220677929e-01
1.128515545069607207e+40,4.039730573924386614e-01
1.129555633220516869e+40,4.036558558998660784e-01
1.130596679961093850e+40,4.033382563660628528e-01
1.131638686174833953e+40,4.030202596137504867e-01
1.132681652746046590e+40,4.027018664666964787e-01
1.133725580559801827e+40,4.023830777496895106e-01
1.134770470502058534e+40,4.020638942885483846e-01
1.135816323459518342e+40,4.017443169100979317e-01
1.136863140319774832e+40,4.014243464421998753e-01
1.137910921971164102e+40,4.011039837137346797e-01
1.138959669302916861e+40,4.007832295545817880e-01
1.140009383205007544e+40,4.004620847956516516e-01
1.141060064568287543e+40,4.001405502688664129e-01
1.142111714284429353e+40,3.998186268071409755e-01
1.143164333245870476e+40,3.994963152444207521e-01
1.144217922345946405e+40,3.991736164156276523e-01
1.145272482478741199e+40,3.988505311567268619e-01
1.146328014539237391e+40,3.985270603046447424e-01
1.147384519423167533e+40,3.982032046973349448e-01
1.148441998027164583e+40,3.978789651737192901e-01
1.149500451248613451e+40,3.975543425737541603e-01
1.150559879985800664e+40,3.972293377383481761e-01
1.151620285137765428e+40,3.969039515094289206e-01
1.152681667604432365e+40,3.965781847298889273e-01
1.153744028286555177e+40,3.962520382436237054e-01
1.154807368085661280e+40,3.959255128955123659e-01
1.155871687904184543e+40,3.955986095313984707e-01
1.156936988645315138e+40,3.952713289981216738e-01
1.158003271213150899e+40,3.949436721434932407e-01
1.159070536512547173e+40,3.946156398163049306e-01
1.160138785449269627e+40,3.942872328663037385e-01
1.161208018929842409e+40,3.939584521442246468e-01
1.162278237861701198e+40,3.936292985017650348e-01
1.163349443153041844e+40,3.932997727915940600e-01
1.164421635712954561e+40,3.929698758673331183e-01
1.165494816451367349e+40,3.926396085835593963e-01
1.166568986278989655e+40,3.923089717958502809e-01
1.167644146107446088e+40,3.919779663606763331e-01
1.168720296849126019e+40,3.916465931355268548e-01
1.169797439417335669e+40,3.913148529787919272e-01
1.170875574726146027e+40,3.909827467498643294e-01
1.171954703690547833e+40,3.906502753090209668e-01
1.173034827226298284e+40,3.903174395175492140e-01
1.174115946250055953e+40,3.899842402376332839e-01
1.175198061679324211e+40,3.896506783324285017e-01
1.176281174432394647e+40,3.893167546660059042e-01
1.177365285428481989e+40,3.889824701033913756e-01
1.178450395587571046e+40,3.886478255105398905e-01
1.179536505830571702e+40,3.883128217543448391e-01
1.180623617079165615e+40,3.879774597026124372e-01
1.181711730255960725e+40,3.876417402240945886e-01
1.182800846284338200e+40,3.873056641884692897e-01
1.183890966088588319e+40,3.869692324663261962e-01
1.184982090593853413e+40,3.866324459291706206e-01
1.186074220726069594e+40,3.862953054494623339e-01
1.187167357412105056e+40,3.859578119005367403e-01
1.188261501579603639e+40,3.856199661566733772e-01
1.189356654157141989e+40,3.852817690930342986e-01
1.190452816074075546e+40,3.849432215857336304e-01
1.191549988260693035e+40,3.846043245117513054e-01
1.192648171648063428e+40,3.842650787490028419e-01
1.193747367168191400e+40,3.839254851762768372e-01
